238	2533	1
797	3573	1
477	2601	1
51	305	1
181	839	1
8	36	1
2	747	1
797	2842	1
141	271	-1
56	116	1
113	3381	1
4	18	1
77	1756	1
136	1779	1
928	1124	1
49	3771	1
48	122	1
168	181	1
2	172	1
6	3779	-1
171	1325	1
30	35	1
6	271	1
10	3758	-1
1	378	1
0	886	1
126	434	1
114	117	1
21	66	1
0	3200	1
149	580	1
24	685	1
132	797	1
120	1056	1
76	230	1
44	863	1
156	2813	1
42	3676	-1
277	430	1
187	1492	1
655	1159	1
30	64	1
204	855	1
8	547	1
80	969	1
740	874	1
994	1613	1
2046	3736	-1
285	3778	-1
25	51	1
1	2	1
1	1927	1
42	747	1
238	2640	1
29	1195	1
299	480	1
1046	1809	1
327	446	1
32	1164	1
301	497	-1
58	236	1
1828	3729	-1
18	294	1
161	207	1
129	3779	-1
125	191	1
4	2361	1
57	205	1
3463	3549	-1
50	2131	1
128	1079	1
1	105	1
23	176	1
30	48	1
80	228	1
196	797	1
4	3620	1
33	135	1
4	3766	-1
287	2367	1
49	168	1
24	142	1
14	898	1
374	3753	-1
13	1479	1
642	3108	1
28	82	1
4	121	1
248	3770	-1
112	292	1
315	3767	-1
44	1931	1
258	872	1
88	253	1
171	3779	-1
165	3692	-1
680	3778	1
17	2197	1
12	1392	1
0	2446	1
534	3451	1
338	534	1
970	3176	1
39	1075	1
352	3463	-1
11	650	1
32	136	1
66	1758	1
20	349	1
40	3463	1
274	1686	1
64	271	1
7	1457	1
2	3103	1
6	3733	-1
0	1411	1
383	3551	1
440	720	1
176	2284	1
94	751	1
80	172	1
65	1644	1
36	151	1
16	450	1
135	202	1
24	1828	1
154	544	1
1	2334	1
2	1521	1
131	1706	1
612	737	1
707	3558	-1
61	586	1
11	814	1
98	823	1
663	2702	1
62	83	1
2	176	1
6	2379	1
597	3217	1
500	1100	1
30	318	1
62	391	1
388	1075	1
129	724	1
63	134	1
358	2060	1
6	3601	-1
48	525	1
58	129	1
593	1580	1
225	1987	1
1	1955	1
52	3774	1
483	525	1
110	3776	-1
18	782	1
1767	2906	1
7	3687	-1
17	1475	1
62	843	1
29	1334	1
4	254	-1
25	347	1
3	1089	1
96	2213	1
44	2500	1
277	522	1
27	488	1
93	351	1
176	641	1
64	255	1
5	329	1
150	1865	1
124	252	1
1096	3764	1
11	1059	1
189	195	1
150	2381	1
72	96	1
61	202	1
83	1421	1
7	520	1
373	558	1
163	280	1
10	1491	1
16	869	1
8	3776	-1
6	548	1
99	176	-1
68	231	1
21	1021	1
142	1142	1
686	3768	-1
814	1189	1
0	636	1
347	693	1
777	2010	1
117	221	1
20	521	1
217	802	1
2334	3655	1
814	3236	1
32	325	1
20	76	1
1	511	1
318	798	1
195	3112	1
113	3370	1
1151	3775	1
153	592	1
28	241	1
431	1820	1
74	852	1
2325	3770	1
175	552	1
381	1000	1
1	2486	1
74	209	1
1696	2080	1
613	939	-1
15	924	1
2334	3426	1
31	3618	1
296	1936	1
188	551	1
83	214	1
18	579	1
80	1196	1
28	227	1
14	982	1
34	232	1
13	1135	1
26	556	1
43	500	1
53	333	1
204	2974	1
359	3779	-1
80	390	1
147	838	1
110	3777	-1
3775	3779	1
17	1282	1
14	136	1
6	880	1
187	240	1
2	3684	1
41	714	1
7	3727	-1
45	3063	1
1300	3223	1
66	452	1
189	3737	-1
115	1189	1
540	909	1
122	286	1
17	219	1
6	213	1
50	2141	1
191	1597	1
39	2312	1
304	942	1
33	428	1
1659	3739	1
60	1272	1
110	1595	1
499	1423	1
57	87	1
63	1552	1
0	1860	1
52	3773	1
29	3463	1
201	933	1
1	531	1
254	1283	1
77	202	1
75	239	1
5	1054	1
15	1220	1
131	1701	1
243	2327	1
1	3577	1
254	3778	1
92	110	1
761	3623	1
59	548	1
94	122	1
177	3464	1
92	3282	1
2367	3766	1
5	733	1
3118	3591	1
177	3331	1
56	1726	1
48	544	1
358	2056	1
0	2250	1
338	670	1
160	2207	1
0	3317	1
178	581	1
72	727	1
0	222	1
129	298	1
229	377	1
176	949	1
123	187	-1
219	958	1
24	36	1
82	276	1
176	3765	-1
95	823	1
178	227	1
40	394	1
236	436	1
34	3737	-1
765	1200	1
105	251	1
0	1748	1
14	69	1
141	518	1
6	2300	1
10	186	1
185	363	1
34	1656	1
1268	1919	1
1081	1093	1
1174	3476	1
1	776	1
2	112	1
17	78	1
14	377	1
38	271	1
18	2334	-1
153	3587	1
113	1904	1
80	247	1
0	1884	1
3573	3679	-1
0	3060	1
50	97	1
66	94	1
47	2112	1
64	112	1
5	94	1
22	906	1
26	124	1
25	3302	1
80	644	1
143	389	1
219	965	1
8	25	-1
292	438	1
227	815	1
67	165	1
189	329	1
0	1899	1
178	3777	-1
74	255	1
243	1828	1
215	689	-1
6	3017	1
791	1157	-1
208	3725	1
1689	3777	-1
10	1143	1
77	1130	1
451	3778	1
34	1383	1
124	237	1
21	25	1
24	1785	1
20	180	1
49	2881	1
81	87	1
180	997	1
8	107	1
715	1604	1
91	647	1
1788	3463	1
26	2334	1
3692	3711	1
21	1130	1
57	1898	1
28	134	1
4	221	1
57	162	1
180	2616	1
48	289	1
0	2196	1
83	851	1
0	1049	1
65	1454	1
3	176	1
36	96	1
68	1757	1
8	51	1
25	132	1
4	202	1
1423	1594	1
554	1056	1
124	411	1
312	322	1
205	456	1
50	370	1
63	529	1
165	204	1
224	529	1
7	3398	1
5	197	1
49	1282	1
2	974	1
62	1220	1
111	3775	1
83	112	1
323	657	1
14	1385	1
797	2915	1
269	1930	1
25	1033	1
681	2106	1
165	993	1
25	1566	1
621	937	1
4	2318	1
155	1493	1
96	1134	1
0	585	1
3689	3779	-1
149	514	1
17	385	1
64	448	1
586	786	1
94	361	1
180	509	1
132	141	1
56	1133	1
34	1687	1
353	3739	1
175	266	1
4	3334	1
9	51	1
143	1191	1
711	3450	1
133	198	1
617	722	1
53	112	1
54	823	-1
223	353	1
2	287	1
205	646	1
424	3745	-1
452	518	1
367	1402	1
69	141	1
528	2314	1
88	405	1
578	670	1
23	3723	-1
149	1425	1
238	664	1
94	286	1
6	2887	1
508	2343	1
6	3659	-1
57	320	1
129	784	1
43	322	1
6	173	1
7	518	-1
34	359	1
161	330	1
757	1375	1
6	190	1
23	132	1
1311	1490	1
35	171	1
10	13	1
60	177	1
44	166	1
3	139	1
91	3206	1
7	844	1
321	477	1
12	3070	1
319	3463	1
39	2101	1
104	288	1
34	268	1
479	3708	-1
1462	2674	1
70	456	1
0	1022	1
45	812	1
151	167	1
138	187	1
27	929	1
141	171	1
487	490	1
9	57	1
384	1689	1
913	1405	1
143	371	1
230	1131	1
514	618	1
11	290	1
60	3124	1
512	1976	1
75	2694	1
7	23	1
628	938	1
9	694	1
797	1489	1
14	851	1
474	3582	1
61	883	1
103	765	1
138	327	1
181	3452	1
3	2509	1
213	594	1
188	259	1
26	198	1
310	609	1
18	401	1
25	2370	1
7	135	1
387	490	1
22	166	1
132	687	1
17	1524	1
0	173	1
95	831	1
33	207	1
83	105	1
63	241	1
11	155	1
4	3204	1
31	123	1
279	1171	1
1	1920	1
134	165	1
50	294	1
154	3167	1
92	3481	1
20	954	1
179	373	1
49	3570	1
111	523	1
181	216	1
17	32	1
629	1708	1
43	802	1
3658	3680	1
34	952	1
20	234	1
303	3778	1
8	2139	1
371	2369	1
221	2334	-1
0	304	1
355	467	1
4	1870	1
45	1333	1
648	1190	1
89	265	1
54	1452	1
169	285	1
381	653	1
135	257	1
85	765	1
602	3696	1
1866	3270	1
4	145	1
700	1554	1
6	756	1
48	3612	1
117	291	1
464	651	1
177	2353	1
13	2816	1
55	123	1
52	3779	1
292	388	1
77	276	1
156	1559	1
1516	3761	-1
797	1027	1
29	3597	-1
0	3245	1
32	2250	1
327	471	1
23	66	1
2	241	1
86	95	1
494	757	1
274	1119	1
7	1516	1
3	152	1
29	265	1
92	889	1
1	1154	1
7	3779	1
10	2165	1
26	122	1
17	872	1
25	484	1
6	1169	1
277	3740	-1
94	240	1
23	2145	1
77	105	1
342	853	1
43	607	1
3	360	1
115	2374	1
17	255	1
54	282	1
490	3591	1
5	202	1
31	69	1
432	571	1
163	173	1
283	625	1
121	962	1
121	227	1
127	291	1
86	396	1
4	96	1
143	494	1
2	258	1
4	287	1
26	320	1
49	203	1
34	2477	1
586	3355	1
356	660	1
98	3727	1
12	2264	1
41	861	1
392	3565	1
149	665	1
21	1283	1
851	3739	1
207	665	1
2	3201	1
40	3740	-1
1061	2223	1
140	601	1
211	1710	1
362	376	1
3554	3688	1
44	224	1
662	2333	1
113	3501	1
5	1539	1
431	636	1
404	467	1
112	1605	1
147	1598	1
123	1818	1
20	253	1
174	3764	1
587	1159	1
29	55	1
8	328	1
616	1636	1
175	1132	-1
7	1786	1
56	2764	1
129	1633	1
11	601	1
15	710	1
5	1055	1
246	458	1
0	37	1
187	233	1
11	1208	1
142	687	1
125	3379	1
51	89	1
44	918	1
2	57	1
45	1805	1
84	3492	1
1035	3592	1
183	2222	1
67	1535	1
0	2557	1
214	321	1
14	132	1
465	657	1
120	2116	1
98	2017	1
83	717	1
288	412	1
7	3521	-1
16	1280	1
20	1295	1
226	1831	1
44	352	1
236	269	1
84	206	1
45	3725	-1
19	728	1
96	210	1
8	3777	-1
931	3754	-1
32	294	1
99	364	1
361	959	1
7	3472	1
44	201	1
13	276	1
3	520	1
34	800	-1
77	402	1
147	3778	-1
4	102	1
12	45	1
41	3778	1
916	918	1
14	1892	1
9	965	1
152	1690	1
49	225	1
331	427	1
14	3118	1
211	283	1
0	2183	1
17	541	1
765	904	1
38	129	1
330	395	1
31	2132	1
42	160	1
1547	3264	1
373	559	1
151	3778	1
41	600	1
303	547	1
23	484	1
242	1175	1
36	165	1
223	1651	1
39	1241	1
895	2428	1
153	176	1
44	311	1
12	19	1
130	1451	1
42	391	1
427	3763	1
354	443	1
3463	3594	-1
49	873	1
31	58	1
202	490	1
1156	3778	-1
112	357	1
916	1507	1
84	191	-1
39	102	1
308	1370	1
0	1300	1
4	2331	1
108	406	1
43	162	1
256	379	1
16	343	1
29	747	1
94	1305	1
7	2342	1
0	3082	1
228	701	1
8	121	1
14	21	1
68	345	1
1948	3589	1
407	984	1
176	1523	1
756	3684	1
7	334	1
105	271	1
2	453	1
7	264	1
80	1560	1
21	149	1
44	718	1
52	55	1
1	125	1
518	1286	1
3	3452	1
99	123	1
27	1118	1
161	802	1
20	533	1
14	3284	1
59	268	1
10	1032	1
22	1396	1
256	388	1
143	757	1
263	300	1
106	266	1
66	3463	1
138	712	1
51	633	1
790	3746	-1
94	2356	1
332	372	1
108	1268	1
12	1532	1
4	45	1
25	141	1
25	2334	-1
18	172	1
34	577	1
7	491	-1
14	1160	1
85	1591	1
12	94	1
15	153	1
75	1939	1
32	969	1
6	1031	1
105	659	1
797	1146	1
82	170	1
12	1815	1
4	556	1
3693	3755	-1
1	1975	1
0	174	1
29	122	1
68	2848	1
358	2614	1
679	2092	1
612	1335	1
176	1039	1
0	3243	1
535	990	1
182	448	1
26	35	1
41	144	1
32	3517	1
63	3591	-1
45	2265	1
251	577	1
95	604	1
441	3578	-1
14	336	1
421	535	1
27	2583	1
52	72	1
374	2334	1
15	778	1
32	1128	1
104	1913	1
128	841	1
243	2316	-1
155	2822	1
628	986	1
176	1689	-1
75	3463	-1
1007	3403	1
21	395	1
63	3511	1
577	2025	1
261	1184	1
39	987	1
87	295	1
29	197	1
647	820	1
5	243	1
2	875	1
14	3752	-1
9	41	1
23	184	1
6	1493	1
1157	3776	-1
13	158	1
101	1432	1
3	1613	1
165	1775	1
69	426	1
20	144	1
1032	2199	1
416	899	1
129	1428	1
382	1645	1
131	383	1
41	86	1
322	3463	-1
627	788	1
578	618	1
29	3470	1
378	388	1
503	607	1
67	1805	1
155	160	1
27	2020	1
29	111	1
176	227	1
31	370	1
3	365	1
78	89	1
340	1000	1
4	3623	-1
0	2874	1
825	1891	1
10	3752	-1
16	54	1
101	3769	-1
18	92	1
187	205	1
14	1893	1
19	30	1
224	1099	1
51	273	1
271	3747	-1
35	154	1
58	162	1
23	210	1
29	3733	-1
94	173	1
15	1908	1
6	3742	-1
58	115	1
79	116	1
259	622	1
6	3776	-1
2	123	1
119	221	1
87	1199	1
421	534	1
41	990	1
31	35	1
5	1062	1
128	844	1
88	202	1
325	338	1
638	3768	-1
73	1618	1
17	1168	1
53	2334	-1
134	1730	1
140	2404	1
39	605	1
278	351	1
125	2334	1
233	468	1
47	108	1
64	2680	1
128	1412	1
3739	3771	-1
123	1049	1
22	1454	1
7	28	1
19	729	1
17	1162	1
176	1536	1
621	1415	1
10	797	-1
0	956	1
8	315	1
2180	3573	1
37	1139	1
225	322	1
9	1038	1
1378	3611	1
96	254	1
935	3687	1
90	3600	1
1916	3727	1
94	939	1
1652	1656	1
149	3779	-1
224	3589	-1
77	318	1
7	3558	-1
89	3747	-1
70	295	1
310	1094	1
0	1314	1
14	3591	-1
18	244	1
71	415	1
176	2223	1
167	3774	-1
6	795	1
176	1322	1
672	1510	1
22	1218	1
45	2716	1
268	823	1
4	288	1
105	3757	-1
214	910	1
91	956	1
2334	2378	-1
215	1323	1
397	415	1
1167	1345	1
77	355	1
7	3526	-1
9	48	1
443	849	1
207	335	1
17	2104	1
171	492	1
0	3314	1
8	299	1
1	41	1
284	300	1
290	2342	1
3	1085	1
299	2045	1
38	2871	1
14	1901	1
57	80	1
0	1845	1
2	2051	1
137	1378	1
163	834	1
70	1329	1
21	612	1
403	1957	1
1118	3615	1
785	1448	1
14	1903	1
188	305	1
688	1158	1
84	170	1
120	2064	1
32	311	1
127	157	1
61	123	1
236	504	1
86	823	1
149	221	-1
126	3131	1
707	3665	-1
25	192	1
6	482	1
176	486	1
0	3293	1
128	1225	1
459	704	1
115	1813	1
0	178	1
97	3740	1
0	2630	1
0	1178	1
28	318	1
257	2051	1
42	486	1
6	3691	-1
193	529	1
78	2099	1
1425	1694	1
45	1530	1
0	533	1
45	809	1
6	1514	1
7	3750	-1
11	902	1
2	884	1
257	592	1
129	201	1
139	215	1
133	742	1
1601	2052	1
471	1650	1
45	126	1
797	1496	1
473	2935	1
21	734	1
96	227	1
225	931	1
80	127	1
238	1102	1
285	3575	-1
185	280	1
0	1841	1
7	1102	-1
208	1933	1
4	26	1
19	488	1
25	3689	1
176	638	1
25	243	1
26	3132	1
98	1991	1
47	679	1
28	173	1
85	1202	1
197	3779	-1
127	2373	1
6	35	1
4	11	1
2	12	1
110	244	1
245	1856	1
7	3690	1
221	237	1
0	89	1
106	316	1
68	316	1
49	1239	1
112	756	1
0	246	1
12	1170	1
53	838	1
25	111	1
103	3492	1
245	336	1
11	31	1
1627	3589	1
32	182	1
0	10	1
143	461	1
0	1568	1
1429	1659	1
25	1028	1
1258	3739	1
8	184	-1
1316	2175	1
490	1620	1
575	3725	1
13	64	1
26	95	1
148	972	1
27	75	1
116	2931	1
34	59	1
490	683	1
715	1941	1
