Data(x=[2708, 1433], edge_index=[2, 10556], y=[2708], train_mask=[2708], val_mask=[2708], test_mask=[2708])
dataset.num_features: 1433
Epoch: 001, Loss: 1.9471, Train: 0.2500, Val: 0.2000, Test: 0.1800
Epoch: 002, Loss: 1.9366, Train: 0.3500, Val: 0.2220, Test: 0.2010
Epoch: 003, Loss: 1.9325, Train: 0.3357, Val: 0.2300, Test: 0.2100
Epoch: 004, Loss: 1.9265, Train: 0.3143, Val: 0.2200, Test: 0.2100
Epoch: 005, Loss: 1.9201, Train: 0.3214, Val: 0.2340, Test: 0.2290
Epoch: 006, Loss: 1.9117, Train: 0.3571, Val: 0.2360, Test: 0.2390
Epoch: 007, Loss: 1.9051, Train: 0.4286, Val: 0.2700, Test: 0.2650
Epoch: 008, Loss: 1.8969, Train: 0.5071, Val: 0.3040, Test: 0.3150
Epoch: 009, Loss: 1.8897, Train: 0.5929, Val: 0.3560, Test: 0.3590
Epoch: 010, Loss: 1.8857, Train: 0.6571, Val: 0.4180, Test: 0.4080
Epoch: 011, Loss: 1.8722, Train: 0.7429, Val: 0.5340, Test: 0.5070
Epoch: 012, Loss: 1.8692, Train: 0.8214, Val: 0.6440, Test: 0.6280
Epoch: 013, Loss: 1.8654, Train: 0.8714, Val: 0.6900, Test: 0.6820
Epoch: 014, Loss: 1.8492, Train: 0.8571, Val: 0.6860, Test: 0.6820
Epoch: 015, Loss: 1.8609, Train: 0.8429, Val: 0.6760, Test: 0.6820
Epoch: 016, Loss: 1.8216, Train: 0.8357, Val: 0.6700, Test: 0.6820
Epoch: 017, Loss: 1.8294, Train: 0.8357, Val: 0.6720, Test: 0.6820
Epoch: 018, Loss: 1.8236, Train: 0.8714, Val: 0.6820, Test: 0.6820
Epoch: 019, Loss: 1.8127, Train: 0.8929, Val: 0.6800, Test: 0.6820
Epoch: 020, Loss: 1.8095, Train: 0.9143, Val: 0.6860, Test: 0.6820
Epoch: 021, Loss: 1.7830, Train: 0.9357, Val: 0.6960, Test: 0.6900
Epoch: 022, Loss: 1.7889, Train: 0.9429, Val: 0.7020, Test: 0.7060
Epoch: 023, Loss: 1.7511, Train: 0.9429, Val: 0.6980, Test: 0.7060
Epoch: 024, Loss: 1.7439, Train: 0.9500, Val: 0.7100, Test: 0.7210
Epoch: 025, Loss: 1.7538, Train: 0.9429, Val: 0.7300, Test: 0.7250
Epoch: 026, Loss: 1.7540, Train: 0.9429, Val: 0.7440, Test: 0.7380
Epoch: 027, Loss: 1.7070, Train: 0.9500, Val: 0.7620, Test: 0.7400
Epoch: 028, Loss: 1.7237, Train: 0.9500, Val: 0.7660, Test: 0.7440
Epoch: 029, Loss: 1.6806, Train: 0.9429, Val: 0.7680, Test: 0.7450
Epoch: 030, Loss: 1.6968, Train: 0.9357, Val: 0.7760, Test: 0.7520
Epoch: 031, Loss: 1.6468, Train: 0.9286, Val: 0.7740, Test: 0.7520
Epoch: 032, Loss: 1.6489, Train: 0.9357, Val: 0.7740, Test: 0.7520
Epoch: 033, Loss: 1.6614, Train: 0.9357, Val: 0.7760, Test: 0.7520
Epoch: 034, Loss: 1.6182, Train: 0.9286, Val: 0.7700, Test: 0.7520
Epoch: 035, Loss: 1.6656, Train: 0.9286, Val: 0.7720, Test: 0.7520
Epoch: 036, Loss: 1.6099, Train: 0.9286, Val: 0.7620, Test: 0.7520
Epoch: 037, Loss: 1.5667, Train: 0.9286, Val: 0.7640, Test: 0.7520
Epoch: 038, Loss: 1.6152, Train: 0.9357, Val: 0.7660, Test: 0.7520
Epoch: 039, Loss: 1.5878, Train: 0.9357, Val: 0.7600, Test: 0.7520
Epoch: 040, Loss: 1.5864, Train: 0.9357, Val: 0.7660, Test: 0.7520
Epoch: 041, Loss: 1.5290, Train: 0.9429, Val: 0.7700, Test: 0.7520
Epoch: 042, Loss: 1.5318, Train: 0.9429, Val: 0.7660, Test: 0.7520
Epoch: 043, Loss: 1.5196, Train: 0.9500, Val: 0.7620, Test: 0.7520
Epoch: 044, Loss: 1.4735, Train: 0.9500, Val: 0.7600, Test: 0.7520
Epoch: 045, Loss: 1.4407, Train: 0.9500, Val: 0.7640, Test: 0.7520
Epoch: 046, Loss: 1.4080, Train: 0.9500, Val: 0.7660, Test: 0.7520
Epoch: 047, Loss: 1.3682, Train: 0.9500, Val: 0.7680, Test: 0.7520
Epoch: 048, Loss: 1.4839, Train: 0.9500, Val: 0.7800, Test: 0.7710
Epoch: 049, Loss: 1.4422, Train: 0.9500, Val: 0.7780, Test: 0.7710
Epoch: 050, Loss: 1.3841, Train: 0.9357, Val: 0.7780, Test: 0.7710
Epoch: 051, Loss: 1.3984, Train: 0.9357, Val: 0.7840, Test: 0.7800
Epoch: 052, Loss: 1.4066, Train: 0.9500, Val: 0.7980, Test: 0.7860
Epoch: 053, Loss: 1.3633, Train: 0.9643, Val: 0.7980, Test: 0.7860
Epoch: 054, Loss: 1.3597, Train: 0.9643, Val: 0.8060, Test: 0.8130
Epoch: 055, Loss: 1.3290, Train: 0.9643, Val: 0.8080, Test: 0.8160
Epoch: 056, Loss: 1.3969, Train: 0.9571, Val: 0.8080, Test: 0.8160
Epoch: 057, Loss: 1.3186, Train: 0.9571, Val: 0.8040, Test: 0.8160
Epoch: 058, Loss: 1.3024, Train: 0.9643, Val: 0.8060, Test: 0.8160
Epoch: 059, Loss: 1.2594, Train: 0.9643, Val: 0.8020, Test: 0.8160
Epoch: 060, Loss: 1.2426, Train: 0.9643, Val: 0.7980, Test: 0.8160
Epoch: 061, Loss: 1.2547, Train: 0.9643, Val: 0.7960, Test: 0.8160
Epoch: 062, Loss: 1.2390, Train: 0.9643, Val: 0.7980, Test: 0.8160
Epoch: 063, Loss: 1.2430, Train: 0.9643, Val: 0.8000, Test: 0.8160
Epoch: 064, Loss: 1.2456, Train: 0.9643, Val: 0.7940, Test: 0.8160
Epoch: 065, Loss: 1.2985, Train: 0.9643, Val: 0.7960, Test: 0.8160
Epoch: 066, Loss: 1.1940, Train: 0.9643, Val: 0.8040, Test: 0.8160
Epoch: 067, Loss: 1.1988, Train: 0.9643, Val: 0.8060, Test: 0.8160
Epoch: 068, Loss: 1.1717, Train: 0.9643, Val: 0.8060, Test: 0.8160
Epoch: 069, Loss: 1.2214, Train: 0.9643, Val: 0.8080, Test: 0.8160
Epoch: 070, Loss: 1.1544, Train: 0.9643, Val: 0.8100, Test: 0.8220
Epoch: 071, Loss: 1.2361, Train: 0.9714, Val: 0.8080, Test: 0.8220
Epoch: 072, Loss: 1.1200, Train: 0.9714, Val: 0.8080, Test: 0.8220
Epoch: 073, Loss: 1.1380, Train: 0.9714, Val: 0.8100, Test: 0.8220
Epoch: 074, Loss: 1.1527, Train: 0.9714, Val: 0.8140, Test: 0.8210
Epoch: 075, Loss: 1.1279, Train: 0.9714, Val: 0.8140, Test: 0.8210
Epoch: 076, Loss: 1.2255, Train: 0.9714, Val: 0.8140, Test: 0.8210
Epoch: 077, Loss: 1.1144, Train: 0.9714, Val: 0.8120, Test: 0.8210
Epoch: 078, Loss: 1.1061, Train: 0.9786, Val: 0.8100, Test: 0.8210
Epoch: 079, Loss: 1.1082, Train: 0.9786, Val: 0.8060, Test: 0.8210
Epoch: 080, Loss: 1.0827, Train: 0.9786, Val: 0.8060, Test: 0.8210
Epoch: 081, Loss: 1.0374, Train: 0.9786, Val: 0.8100, Test: 0.8210
Epoch: 082, Loss: 0.9973, Train: 0.9786, Val: 0.8120, Test: 0.8210
Epoch: 083, Loss: 1.0706, Train: 0.9786, Val: 0.8020, Test: 0.8210
Epoch: 084, Loss: 1.0907, Train: 0.9786, Val: 0.8040, Test: 0.8210
Epoch: 085, Loss: 1.0911, Train: 0.9786, Val: 0.8000, Test: 0.8210
Epoch: 086, Loss: 1.0300, Train: 0.9786, Val: 0.8080, Test: 0.8210
Epoch: 087, Loss: 1.0461, Train: 0.9786, Val: 0.8040, Test: 0.8210
Epoch: 088, Loss: 1.0291, Train: 0.9714, Val: 0.8040, Test: 0.8210
Epoch: 089, Loss: 1.0315, Train: 0.9714, Val: 0.8080, Test: 0.8210
Epoch: 090, Loss: 1.0582, Train: 0.9714, Val: 0.8100, Test: 0.8210
Epoch: 091, Loss: 1.0591, Train: 0.9714, Val: 0.8060, Test: 0.8210
Epoch: 092, Loss: 1.0569, Train: 0.9714, Val: 0.8120, Test: 0.8210
Epoch: 093, Loss: 1.0749, Train: 0.9714, Val: 0.8120, Test: 0.8210
Epoch: 094, Loss: 1.0211, Train: 0.9714, Val: 0.8120, Test: 0.8210
Epoch: 095, Loss: 0.9776, Train: 0.9714, Val: 0.8080, Test: 0.8210
Epoch: 096, Loss: 1.0657, Train: 0.9643, Val: 0.8060, Test: 0.8210
Epoch: 097, Loss: 1.0273, Train: 0.9714, Val: 0.8120, Test: 0.8210
Epoch: 098, Loss: 0.9215, Train: 0.9714, Val: 0.8120, Test: 0.8210
Epoch: 099, Loss: 1.0464, Train: 0.9714, Val: 0.8120, Test: 0.8210
Epoch: 100, Loss: 1.1068, Train: 0.9714, Val: 0.8140, Test: 0.8210
Epoch: 101, Loss: 0.9415, Train: 0.9714, Val: 0.8140, Test: 0.8210
Epoch: 102, Loss: 0.9763, Train: 0.9714, Val: 0.8160, Test: 0.8110
Epoch: 103, Loss: 0.8901, Train: 0.9786, Val: 0.8140, Test: 0.8110
Epoch: 104, Loss: 0.9284, Train: 0.9786, Val: 0.8200, Test: 0.8270
Epoch: 105, Loss: 0.9884, Train: 0.9786, Val: 0.8160, Test: 0.8270
Epoch: 106, Loss: 1.0519, Train: 0.9786, Val: 0.8200, Test: 0.8270
Epoch: 107, Loss: 0.9455, Train: 0.9786, Val: 0.8220, Test: 0.8200
Epoch: 108, Loss: 0.9690, Train: 0.9786, Val: 0.8240, Test: 0.8230
Epoch: 109, Loss: 0.9125, Train: 0.9786, Val: 0.8260, Test: 0.8280
Epoch: 110, Loss: 0.9258, Train: 0.9786, Val: 0.8240, Test: 0.8280
Epoch: 111, Loss: 0.8760, Train: 0.9786, Val: 0.8180, Test: 0.8280
Epoch: 112, Loss: 0.8965, Train: 0.9786, Val: 0.8160, Test: 0.8280
Epoch: 113, Loss: 0.9889, Train: 0.9857, Val: 0.8060, Test: 0.8280
Epoch: 114, Loss: 0.9414, Train: 0.9857, Val: 0.8040, Test: 0.8280
Epoch: 115, Loss: 0.9312, Train: 0.9857, Val: 0.8020, Test: 0.8280
Epoch: 116, Loss: 0.9461, Train: 0.9857, Val: 0.8020, Test: 0.8280
Epoch: 117, Loss: 0.9754, Train: 0.9857, Val: 0.8000, Test: 0.8280
Epoch: 118, Loss: 0.8828, Train: 0.9857, Val: 0.7940, Test: 0.8280
Epoch: 119, Loss: 0.8778, Train: 0.9857, Val: 0.7920, Test: 0.8280
Epoch: 120, Loss: 0.8965, Train: 0.9857, Val: 0.7960, Test: 0.8280
Epoch: 121, Loss: 0.8607, Train: 0.9857, Val: 0.7980, Test: 0.8280
Epoch: 122, Loss: 0.9591, Train: 0.9857, Val: 0.7980, Test: 0.8280
Epoch: 123, Loss: 0.8345, Train: 0.9857, Val: 0.7960, Test: 0.8280
Epoch: 124, Loss: 0.9247, Train: 0.9857, Val: 0.7980, Test: 0.8280
Epoch: 125, Loss: 0.7717, Train: 0.9857, Val: 0.8060, Test: 0.8280
Epoch: 126, Loss: 0.9128, Train: 0.9857, Val: 0.8080, Test: 0.8280
Epoch: 127, Loss: 0.8705, Train: 0.9857, Val: 0.8080, Test: 0.8280
Epoch: 128, Loss: 0.8201, Train: 0.9857, Val: 0.8060, Test: 0.8280
Epoch: 129, Loss: 0.8359, Train: 0.9857, Val: 0.8040, Test: 0.8280
Epoch: 130, Loss: 0.8353, Train: 0.9857, Val: 0.8060, Test: 0.8280
Epoch: 131, Loss: 0.7862, Train: 0.9857, Val: 0.8060, Test: 0.8280
Epoch: 132, Loss: 0.8601, Train: 0.9857, Val: 0.8120, Test: 0.8280
Epoch: 133, Loss: 0.8013, Train: 0.9857, Val: 0.8120, Test: 0.8280
Epoch: 134, Loss: 0.7895, Train: 0.9857, Val: 0.8100, Test: 0.8280
Epoch: 135, Loss: 0.7320, Train: 0.9857, Val: 0.8100, Test: 0.8280
Epoch: 136, Loss: 0.7929, Train: 0.9857, Val: 0.8120, Test: 0.8280
Epoch: 137, Loss: 0.7708, Train: 0.9857, Val: 0.8100, Test: 0.8280
Epoch: 138, Loss: 0.7498, Train: 0.9857, Val: 0.8080, Test: 0.8280
Epoch: 139, Loss: 0.7941, Train: 0.9857, Val: 0.8060, Test: 0.8280
Epoch: 140, Loss: 0.8153, Train: 0.9857, Val: 0.8080, Test: 0.8280
Epoch: 141, Loss: 0.9207, Train: 0.9857, Val: 0.8080, Test: 0.8280
Epoch: 142, Loss: 0.7724, Train: 0.9857, Val: 0.8100, Test: 0.8280
Epoch: 143, Loss: 0.8473, Train: 0.9857, Val: 0.8100, Test: 0.8280
Epoch: 144, Loss: 0.8432, Train: 0.9857, Val: 0.8100, Test: 0.8280
