0	-0.0959096	0.2659859	0.18154322	0.3171175	-0.23334803	-0.13299383	0.24326415	-0.13417907	-0.089473136	-0.35393676	0.42515835	0.25392997	-0.12700188	0.06250682	0.22472192	-0.3474229	0.2556998	0.38868728	-0.04197679	-0.49427944	0.14684968	-0.11742576	0.13203076	-0.08412577	-0.006951739	-0.5604733	0.029336348	0.072774515	-0.037065398	-0.31748736	-0.2488777	0.0529599	0.021409892	-0.24365112	0.017311525	-0.32665414	0.07336122	-0.14691885	0.08410075	-0.051836204	-0.26725018	0.3280576	-0.25436172	-0.3375556	0.42354354	-0.03639452	-0.15586425	0.023375949	-0.309921	0.4179663	-0.035678968	0.33231556	-0.16454265	-0.1740555	-0.13028608	0.10085141	0.14358076	0.021805223	0.12856252	0.03722382	-0.44647905	0.0069084833	-0.14774708	-0.6106811
2	0.31334355	0.2707571	0.01725096	0.49320698	-0.34835923	0.17184038	0.10166473	-0.058168534	-0.022243971	-0.26234183	0.07620364	-0.055657566	0.038764697	-0.101598665	-0.111909345	-0.09442585	0.00038190026	0.8434203	0.16485141	-0.19908613	0.3260522	0.047883686	0.21533544	-0.23693554	-0.35136226	0.011861319	0.14433391	0.04148048	-0.16789158	-0.30124122	0.19609383	0.18342412	0.06758217	-0.12328827	-0.051811475	-0.29717392	-0.1640513	0.015899057	0.09434086	0.27604282	0.2195789	-0.37590095	-0.29115102	-0.21110208	0.4030112	0.13148963	0.29576832	-0.04207858	0.0892986	0.17785981	0.23192047	-0.06444562	-0.024931258	0.2614079	-0.3308888	-0.052415475	0.15107098	-0.30993506	0.21622096	0.077048674	0.3852364	0.041122653	-0.44252208	-0.10196076
1	-0.06463311	-0.19435658	-0.11926075	-0.26990646	0.14226714	-0.01463038	-0.073306695	-0.11018102	0.011570024	0.14754069	0.28049055	0.5297079	-0.2763	-0.17251083	0.0876746	0.25746682	-0.043028064	0.14406951	0.12767358	-0.34183297	0.1132688	-0.11751218	0.034559038	-0.15501752	-0.4473917	-0.029418508	-0.10602886	0.07021572	-0.30449238	0.11233263	0.115359075	0.30249405	-0.35458863	-0.1442163	0.0072371676	0.0931038	0.12333602	-0.17183517	-0.1130425	-0.23412703	0.19909458	0.21817167	0.11345607	0.09913038	0.11897831	0.6577625	-0.2633993	-0.26619434	0.14533906	0.35475868	0.19476548	-0.151085	-0.23192863	-0.2677622	-0.20485517	0.014172606	-0.044866245	-0.19077697	0.011261905	-0.18520138	0.2696092	-0.17040056	-0.07871966	-0.21820268
3	-0.24352242	-0.4200605	-0.4160989	-0.044783633	-0.0026455733	-0.05703456	-0.031855356	-0.14948116	0.43769312	0.6605069	0.09183952	0.12484354	-0.19394726	-0.06558486	0.10574647	-0.21167497	0.062238246	0.033138636	-0.16881607	-0.34369582	0.27657026	-0.3014643	0.3083429	-0.00829617	-0.5370009	-0.02019341	-0.14936057	0.037343446	-0.15139693	0.055574033	0.2033687	0.19509016	-0.1900468	-0.2536684	0.08873823	0.18510363	-0.06792274	-0.01579953	0.18082549	-0.101870894	-0.11428711	0.10612085	-0.33316463	-0.0019834198	0.35232845	0.06155697	0.23909487	-0.07074284	-0.12991324	0.590625	0.2798818	0.34489304	-0.30886787	0.4166976	0.19136336	-0.2865905	0.1089183	0.0045083873	0.055962745	-0.524595	0.13127145	0.09713714	-0.17875326	-0.18087868
6	0.17322437	0.20003752	0.041930247	0.3545064	-0.11398224	0.41823044	-0.06884065	-0.09865182	-0.16123547	-0.037398614	0.23547104	0.27632168	-0.22201599	-0.12006413	-0.13078088	-0.051741812	-0.12482243	0.30969095	-0.018797945	0.07112315	0.48210508	-0.33024153	0.029746467	0.37306067	-0.01265933	-0.47679704	-0.14023232	0.42762253	-0.013692488	0.016761605	0.45676735	0.08331805	-0.10706007	0.041424435	-0.29997864	-0.30345598	0.38647017	-0.09303362	-0.0651525	0.13178991	0.050316107	0.016424188	0.08957056	-0.2480996	0.2978538	0.42721465	0.49473464	0.39517292	-0.1328171	0.045985684	0.11762419	-0.09396176	-0.02868718	-0.48967046	0.15482767	0.14108889	-0.39036572	0.052955173	0.056324195	0.033772364	0.23736678	-0.19134353	-0.5249965	0.06635768
176	-0.35338083	-0.009685355	0.08435821	0.6725615	0.13813867	0.3593715	0.10360845	0.1480163	-0.12811114	-0.19810459	0.66273236	0.049712457	-0.21087138	0.09797223	-0.123443656	-0.22038433	0.06775587	0.27525297	-0.15069811	-0.20904247	0.13616505	-0.3167076	0.37522492	-0.11534484	-0.11193655	-0.062023222	0.18277137	0.06980981	-0.082467616	-0.04377339	0.33059004	0.028176434	-0.23493172	-0.18737975	-0.57129604	-0.06946563	0.13900745	0.19884676	0.13010101	0.33057252	0.131825	-0.25436836	0.13182774	0.19124283	0.40206942	-0.20719844	0.07847234	0.037075777	0.12055505	0.09856708	0.047468405	0.032414526	-0.48768717	-0.0648296	-0.28558648	-0.10334523	-0.01627176	-0.2864351	-0.2553142	-0.22711669	0.14676005	-0.15713918	-0.31109744	0.2993945
14	-0.23671225	-0.30416724	0.22209659	-0.027123459	0.14250849	0.2597488	0.19204126	-0.2752235	0.57020646	-0.23860438	0.16428669	0.3364951	0.08659424	-0.39233157	-0.35387814	-0.3316318	-0.07407855	0.14079165	-0.23193663	-0.26738626	0.31403944	-0.0150265945	0.23383026	-0.27806738	-0.37961784	-0.42075178	0.21231069	-0.52512324	-0.47625494	0.05580315	0.4336208	-0.042476676	-0.10848242	0.09231489	0.057062317	-0.59454507	0.120562986	-0.57451195	-0.0050984225	-0.08040739	0.07200962	-0.07031195	0.13598672	-0.26293108	0.020476237	0.144283	-0.11793926	-0.6714338	-0.015207074	0.01398658	-0.50798833	-0.20939499	-0.43490708	0.037796658	0.3051717	0.10213605	-0.42994365	-0.003939234	-0.029869229	0.123664446	-0.11967518	-0.18724237	0.01715739	-0.24641393
10	0.0027551206	-0.16950646	0.0038627712	0.125828	-0.43775374	0.116117634	0.14019044	-0.0949615	-0.1309352	0.0901229	-0.090058185	-0.04070788	-0.45112544	-0.16945513	-0.39207476	-0.26960075	-0.09298401	0.04913552	0.119642474	-0.10054354	0.26823944	-0.09392834	0.18985866	0.19345947	0.07987942	0.03571773	0.25638336	0.2518828	-0.073082715	-0.016956951	0.181869	-0.35242844	-0.39076427	-0.34849486	0.11306993	-0.036685023	-0.053225245	-0.56630635	0.117167875	0.031354565	0.44520772	-0.51526135	0.026835792	0.06300877	0.0013638409	0.058030635	-0.24530403	0.028710412	-0.21075898	0.39750007	0.0108366925	-0.30216464	-0.18733583	-0.2579871	-0.06811704	-0.047728755	0.2133211	0.08755271	0.15971962	-0.23055638	-0.42418784	-0.10708507	-0.28414264	-0.19239026
9	0.12234975	-0.14926912	0.04018714	-0.083708696	-0.21851125	0.1436137	0.100487426	0.046827104	0.36419705	-0.12240053	0.1474572	0.052021272	-0.6206552	-0.08179828	-0.073398836	-0.52338326	-0.105788626	0.04600003	0.15593109	-0.16641232	0.18713284	-0.28642616	0.45251477	0.020132046	-0.21291791	0.039471697	0.23693354	0.30124813	0.052508667	-0.08331412	0.124422334	0.11677386	-0.23163483	-0.0893179	0.103125215	0.16069674	0.11668559	-0.052373216	-0.19351107	-0.014195936	0.018195229	0.20430836	-0.4161417	-0.2131071	0.667766	0.2337547	-0.31465432	-0.069913186	0.288241	0.10810528	0.62186897	-0.30386358	-0.0010116323	0.015285952	0.17103115	-0.42623955	-0.26557988	-0.25296918	0.068954594	0.1511199	-0.26159367	0.30192405	0.04532785	0.10772462
12	-0.25482044	-0.20689723	0.20788404	-0.111336514	0.05846578	0.011861974	0.393608	0.17150296	0.3513982	-0.19791341	0.25415945	-0.09700294	-0.44481242	-0.034261238	-0.19920605	0.4178557	-0.09281106	0.5384535	0.4990834	-0.6989238	-0.0053689918	-0.5037468	0.36584562	0.15932089	-0.05272863	-0.48988596	-0.08395565	-0.11769229	-0.19694111	0.11018495	0.44911915	-0.3013921	-0.34423116	-0.47603273	0.161174	-0.20223333	0.10364404	0.27143916	-0.16511677	0.22043464	0.25743142	-0.30543455	0.14840813	-0.6986498	0.42480204	-0.2215522	0.3543452	-0.25411522	-0.36646155	-0.04442456	-0.18155348	-0.63161236	-0.10802907	-0.31359714	-0.02523231	0.06544031	0.3232939	-0.15826207	0.0700114	0.10270127	0.42026082	-0.18110524	-0.16054492	-0.1906256
